"pop_name","sim","init_total_age1plus","init_vulnerable_ageplus","init_adults_ageplus","adult_frac_within_vulnerable"
"Example",574,7611,4810,4535,0.942827442827443
"Example",575,7611,5256,4463,0.849124809741248
"Example",576,7611,6173,5015,0.812408877369188
"Example",577,7611,4506,4234,0.939636040834443
"Example",578,7611,3475,3392,0.976115107913669
"Example",579,7611,4993,4750,0.951331864610455
"Example",580,7611,4770,4427,0.928092243186583
"Example",581,7611,4795,4426,0.923044838373306
"Example",582,7611,4818,4537,0.94167704441677
"Example",583,7611,4689,4418,0.942205161015142
"Example",584,7611,6084,4762,0.782708744247206
"Example",585,7611,3966,3180,0.801815431164902
"Example",586,7611,4845,4562,0.941589267285862
"Example",587,7611,3587,3029,0.844438249233343
"Example",588,7611,5972,5422,0.907903549899531
"Example",589,7611,4164,3605,0.865754082612872
"Example",590,7611,5846,5095,0.87153609305508
"Example",591,7611,5000,4455,0.891
"Example",592,7611,4833,4622,0.956341816677012
"Example",593,7611,6181,4536,0.733861834654587
"Example",594,7611,4635,4338,0.935922330097087
