"pop_name","sim","init_total_age1plus","init_vulnerable_ageplus","init_adults_ageplus","adult_frac_within_vulnerable"
"Suwannee",366,10975,4625,4357,0.942054054054054
"Suwannee",367,10975,3258,2871,0.88121546961326
"Suwannee",368,10975,3005,2761,0.918801996672213
"Suwannee",369,10975,4550,3014,0.662417582417582
"Suwannee",370,10975,4173,3565,0.854301461778097
"Suwannee",371,10975,5074,4721,0.930429641308632
"Suwannee",372,10975,2586,2415,0.933874709976798
"Suwannee",373,10975,6768,6370,0.941193853427896
"Suwannee",374,10975,4921,4037,0.820361715098557
"Suwannee",375,10975,4463,4247,0.951602061393681
"Suwannee",376,10975,7307,6699,0.91679211714794
"Suwannee",377,10975,5751,5056,0.879151451921405
"Suwannee",378,10975,4601,4109,0.893066724625082
"Suwannee",379,10975,5939,4071,0.685468934164001
"Suwannee",380,10975,5771,5532,0.958586033616358
"Suwannee",381,10975,7059,6364,0.901544128063465
"Suwannee",382,10975,4354,3572,0.820395039044557
"Suwannee",383,10975,5530,4974,0.899457504520796
"Suwannee",384,10975,4158,3713,0.892977392977393
"Suwannee",385,10975,4990,3733,0.74809619238477
"Suwannee",386,10975,6603,5877,0.890049977283053
"Suwannee",387,10975,3656,3345,0.914934354485777
"Suwannee",388,10975,3155,2707,0.858003169572108
"Suwannee",389,10975,4259,3882,0.911481568443297
"Suwannee",390,10975,6748,5844,0.866034380557202
"Suwannee",391,10975,5366,4870,0.907566157286619
"Suwannee",392,10975,5298,4532,0.855417138542846
"Suwannee",393,10975,6133,5346,0.871677808576553
"Suwannee",394,10975,5067,4510,0.890073021511743
"Suwannee",395,10975,5075,4684,0.922955665024631
"Suwannee",396,10975,7035,4288,0.60952380952381
"Suwannee",397,10975,4652,3555,0.764187446259673
"Suwannee",398,10975,5819,5236,0.899810964083176
"Suwannee",399,10975,5537,4895,0.884052736138703
"Suwannee",400,10975,6036,4920,0.815109343936382
"Suwannee",401,10975,4051,3394,0.837817822759812
"Suwannee",402,10975,5010,4565,0.911177644710579
"Suwannee",403,10975,5623,4918,0.874622087853459
